G-word;E-word;WdNum;VAL_Mean;VAL_SD;ARO_Mean_(ANEW);ARO_SD_(ANEW);ARO_Mean_(BAWL);ARO_SD_(BAWL);DOM_Mean;DOM_SD;POT_Mean;POT_SD;IMA_MEAN;IMA_SD;freq_Leipzig;freq_SUBTLEX;#_letters;#_syllables;word_class;N_orth;HFN;NF_MAX;F_SUM
Misshandlung;abuse;1;-2.60;1.06;7.65;1.60;4.35;0.80;2.75;1.21;7.13;1.64;3.70;1.42;120.00;0.55;12;3;S;0;0;0.00;0.00
Unfall;accident;2;-2.35;0.67;7.30;1.59;4.24;0.70;3.06;1.70;6.43;1.41;4.32;1.81;875.00;71.46;6;1;S;2;0;4.83;4.83
Unfall;accident;2;-2.35;0.67;7.30;1.59;4.24;0.70;3.06;1.70;6.43;1.41;4.32;1.81;1937.00;71.46;6;1;S;2;0;4.83;4.83
Erfolg;achievement;3;2.10;0.64;5.90;1.48;3.32;1.20;6.31;1.65;6.15;1.49;3.05;1.84;9329.00;46.97;6;2;S;0;0;0.00;0.00
Erfolg;achievement;3;2.10;0.64;5.90;1.48;3.32;1.20;6.31;1.65;6.15;1.49;3.05;1.84;9329.00;46.97;6;2;S;0;0;0.00;0.00
aktivieren;activate;4;0.81;0.66;5.75;1.37;2.88;1.07;6.25;1.18;5.84;1.14;2.60;1.39;123.00;11.46;10;4;V;0;0;0.00;0.00
bewundert;admired;5;1.44;1.09;5.40;1.54;2.88;0.95;5.94;1.10;5.45;1.58;2.70;1.13;221.00;6.18;9;3;A;2;2;22.67;22.83
anbetungswürdig;adorable;6;0.40;0.91;5.55;1.67;3.00;1.23;5.13;1.52;6.13;1.67;2.45;1.47;2.00;0.31;15;5;A;0;0;0.00;0.00
Zuneigung;affection;7;1.90;0.90;4.20;2.09;2.40;1.28;6.25;1.63;5.63;1.76;3.86;1.68;216.00;6.58;9;3;S;0;0;0.00;0.00
ängstlich;afraid;8;-1.38;0.96;6.05;1.70;3.54;0.86;4.44;1.36;3.56;1.97;4.14;1.74;175.00;7.72;9;2;A;0;0;0.00;0.00
aggressiv;aggressive;9;-1.60;0.63;7.32;1.11;4.15;0.88;5.19;1.83;5.10;2.49;4.38;1.28;432.00;6.54;9;3;A;0;0;0.00;0.00
Qual;agony;10;-2.70;0.67;7.00;1.08;4.11;1.02;3.81;1.74;6.75;1.45;3.78;1.39;243.00;6.22;4;1;S;2;0;4.33;4.33
Alarm;alert;11;-2.55;0.52;7.20;1.82;4.73;0.65;3.94;1.47;6.55;1.08;3.55;1.44;601.00;27.68;5;2;S;0;0;0.00;0.00
allein;alone;12;-1.80;1.03;5.65;2.48;2.45;1.32;4.19;1.67;5.53;1.84;3.33;1.50;11204.00;305.52;6;2;A;0;0;0.00;0.00
entfernt;aloof;13;-0.60;0.91;4.95;2.06;2.77;1.24;4.50;1.18;4.44;1.16;2.75;1.52;3538.00;57.36;8;2;A;0;0;0.00;0.00
Ehrgeiz;ambition;14;1.50;1.18;6.05;1.28;3.56;0.70;6.25;1.24;6.20;1.24;2.89;1.05;513.00;5.43;7;2;S;0;0;0.00;0.00
Krankenwagen;ambulance;15;-0.79;1.05;6.30;1.84;3.23;1.18;4.63;2.08;5.88;1.42;6.70;0.57;130.00;22.01;12;4;S;0;0;0.00;0.00
Engel;angel;16;2.15;1.27;4.10;1.86;2.22;1.31;4.31;1.85;4.60;2.16;6.05;0.90;792.00;40.71;5;2;S;3;0;28.67;45.33
Ärger;anger;17;-1.90;0.57;6.65;1.23;3.94;0.94;5.44;1.94;6.43;1.11;4.00;1.89;1432.00;90.83;5;2;S;0;0;0.00;0.00
verärgert;angry;18;-1.27;0.59;6.40;0.88;3.81;1.02;5.44;1.57;6.34;2.01;3.48;1.12;507.00;14.61;9;3;A;1;1;5.83;5.83
verängstigt;anguished;19;-1.56;1.09;6.00;1.34;3.65;0.85;4.44;1.72;5.63;1.61;3.10;1.37;54.00;7.36;11;3;A;0;0;0.00;0.00
verängstigt;anguished;19;-1.56;1.09;6.00;1.34;3.65;0.85;4.44;1.72;5.63;1.61;3.10;1.37;54.00;7.36;11;3;A;0;0;0.00;0.00
ärgern;annoy;20;-1.22;0.66;5.95;1.05;3.75;0.82;5.06;1.73;5.65;1.39;3.80;1.87;285.00;11.46;6;2;V;0;0;0.00;0.00
gespannt;anxious;21;0.73;1.49;6.05;1.54;3.38;0.90;5.38;1.60;5.96;1.76;3.24;1.09;639.00;10.12;8;2;A;0;0;0.00;0.00
Beweglichkeit;agility;22;1.53;0.92;5.65;1.46;2.88;0.99;6.06;1.57;5.03;1.85;4.10;1.55;120.00;0.71;13;4;S;0;0;0.00;0.00
Armee;army;23;-2.10;0.97;6.30;2.25;4.00;1.00;3.69;2.52;6.75;1.41;5.09;1.41;3299.00;67.52;5;2;S;0;0;0.00;0.00
erregt;aroused;24;1.00;1.18;7.40;1.10;4.08;0.89;6.25;1.52;6.68;1.64;4.14;1.53;419.00;7.21;6;2;A;0;0;0.00;0.00
arrogant;arrogant;25;-1.93;1.03;6.50;1.36;3.62;0.85;5.19;1.50;4.31;2.36;3.71;1.76;149.00;6.22;8;3;A;1;0;1.83;1.83
ermorden;assassin;26;-2.21;1.12;7.50;1.43;4.35;0.80;3.75;2.49;7.11;2.42;5.10;1.64;99.00;8.19;8;3;V;0;0;0.00;0.00
Angriff;assault;27;-2.00;1.05;7.45;1.19;4.00;0.84;4.94;2.33;6.58;1.52;4.57;1.57;214.00;53.07;7;4;S;0;0;0.00;0.00
erstaunt;astonished;28;0.67;0.49;5.90;1.07;3.15;0.92;5.19;1.48;5.44;1.19;3.55;1.61;350.00;6.42;8;2;A;0;0;0.00;0.00
Herbst;autumn;29;1.10;0.74;3.55;1.39;1.65;0.67;3.94;1.47;4.78;1.56;5.78;0.97;4377.00;7.68;6;1;S;0;0;0.00;0.00
überwältigt;awed;30;0.54;1.20;6.70;1.34;3.73;1.04;3.81;1.71;6.76;2.18;3.57;1.66;216.00;5.20;11;4;A;0;0;0.00;0.00
überwältigt;awed;30;0.54;1.20;6.70;1.34;3.73;1.04;3.81;1.71;6.76;2.18;3.57;1.66;67.00;5.20;11;4;A;0;0;0.00;0.00
Baby;baby;31;1.90;1.20;4.95;2.48;2.83;1.10;6.63;1.88;4.22;2.98;6.78;0.44;746.00;324.66;4;2;S;0;0;0.00;0.00
Baby;baby;31;1.90;1.20;4.95;2.48;2.83;1.10;6.63;1.88;4.22;2.98;6.78;0.44;746.00;324.66;4;2;S;0;0;0.00;0.00
bankrott;bankrupt;32;-2.30;0.67;6.20;1.82;2.79;1.36;4.50;1.69;5.63;1.71;2.67;1.80;66.00;3.35;8;2;A;0;0;0.00;0.00
Bastard;bastard;33;-1.50;0.85;6.70;1.75;3.83;0.86;4.63;1.54;6.85;1.35;3.00;1.50;33.00;40.12;7;2;S;0;0;0.00;0.00
Strand;beach;34;2.10;1.10;3.95;2.33;1.74;1.24;5.50;1.85;5.91;1.22;6.05;1.39;177.00;42.48;6;2;A;1;0;3.83;3.83
Schönheit;beauty;35;2.06;1.12;5.00;1.72;2.88;1.07;5.63;1.37;6.03;1.89;4.05;1.73;943.00;29.29;9;2;S;0;0;0.00;0.00
Bettler;beggar;36;-1.05;1.04;5.00;2.08;2.12;1.19;5.69;1.84;3.27;1.81;5.81;1.36;120.00;5.08;7;2;S;0;0;0.00;0.00
verraten;betray;37;-1.65;1.32;6.20;2.09;3.89;0.83;4.31;2.16;6.12;1.27;2.92;1.38;855.00;65.04;8;3;V;0;0;0.00;0.00
Vogel;bird;38;1.20;0.83;3.85;1.73;2.44;0.86;6.50;1.57;4.25;1.71;5.86;1.32;1154.00;39.29;5;2;S;0;0;0.00;0.00
Geburtstag;birthday;39;1.91;1.19;6.30;2.03;3.14;1.51;5.56;1.75;5.43;1.48;5.08;1.76;2401.00;70.87;10;3;S;0;0;0.00;0.00
Erpressung;blackmail;40;-2.07;1.39;6.95;1.39;4.12;0.59;3.56;2.21;6.38;1.66;2.85;1.50;329.00;6.30;10;3;S;0;0;0.00;0.00
blasiert;blase;41;-1.13;1.19;4.70;1.08;3.00;0.88;5.19;1.28;5.10;1.29;2.10;1.21;349.00;0.24;8;1;A;0;0;0.00;0.00
segnen;bless;42;1.30;0.67;3.63;1.67;1.85;0.81;5.56;1.36;5.08;1.72;4.44;1.59;30.00;3.27;6;2;V;3;2;11.83;18.00
blind;blind;43;-1.64;1.22;4.50;1.82;2.96;1.15;3.19;1.76;5.08;2.00;3.60;1.70;338.00;36.14;5;1;A;1;0;22.17;22.17
blühen;blossom;44;1.60;0.91;3.80;2.09;2.65;1.13;4.81;1.56;4.10;1.72;4.80;1.47;212.00;6.02;6;2;V;3;0;4.67;6.50
gewagt;bold;45;0.37;1.06;5.60;1.43;3.33;0.88;5.25;1.14;5.45;1.20;2.88;1.88;383.00;4.76;6;2;A;1;1;125.67;125.67
Bombe;bomb;46;-2.50;0.61;7.30;1.42;4.00;1.08;2.44;2.06;7.10;1.26;5.36;1.50;931.00;57.99;5;2;S;0;0;0.00;0.00
Buch;book;47;1.91;0.93;3.30;1.56;1.89;0.90;5.50;1.98;5.20;1.67;6.84;0.47;6200.00;120.52;4;1;S;5;1;4806.00;4860.17
gelangweilt;bored;48;-1.36;1.01;3.05;1.36;1.92;0.98;4.94;1.90;4.45;1.57;3.55;1.32;135.00;4.84;11;3;A;0;0;0.00;0.00
Schüssel;bowl;49;0.43;0.94;3.70;1.34;2.23;0.95;6.56;1.73;4.45;1.74;6.55;1.28;308.00;7.40;8;2;S;0;0;0.00;0.00
Junge;boy;50;0.80;0.83;4.05;1.79;2.81;1.03;5.69;1.17;5.42;1.48;4.73;1.45;2352.00;351.75;5;2;S;2;0;15.83;22.67
Busen;breast;51;1.85;1.09;4.55;1.82;3.25;1.21;5.06;1.48;5.92;1.32;6.18;1.22;133.00;5.98;5;2;S;2;0;1.67;1.83
Bruder;brother;52;1.68;1.27;3.30;1.59;2.22;1.00;5.56;1.53;5.60;1.27;5.73;1.82;2315.00;346.51;6;2;S;0;0;0.00;0.00
brutal;brutal;53;-2.00;0.67;7.35;1.04;4.53;0.96;4.75;2.03;7.13;1.02;4.56;1.13;475.00;11.54;6;2;A;0;0;0.00;0.00
Häschen;bunny;54;1.33;0.90;3.55;1.96;2.08;0.93;6.19;2.23;2.80;1.38;6.25;1.07;10.00;3.58;7;2;S;8;5;3.17;5.33
belastet;burdened;55;-1.68;0.80;5.40;1.79;3.72;0.54;4.44;1.64;6.45;2.42;2.60;1.35;216.00;5.12;8;3;A;1;1;29.33;29.33
Beerdigung;burial;56;-2.07;1.28;6.90;2.13;3.55;1.27;3.38;1.96;6.43;1.47;6.36;0.70;243.00;25.12;10;4;S;1;1;25.33;25.33
Butter;butter;57;0.60;0.68;3.15;1.57;1.84;0.90;5.81;1.60;3.93;1.54;5.27;1.96;315.00;10.55;6;2;S;4;2;199.67;240.17
Schmetterling;butterfly;58;1.75;0.77;3.40;2.26;2.42;1.14;5.75;2.54;3.75;2.05;6.75;0.55;125.00;4.88;13;3;S;0;0;0.00;0.00
Torte;cake;59;1.60;1.05;4.65;1.95;2.45;1.15;5.63;1.52;4.64;1.55;6.00;1.07;86.00;8.78;5;2;S;3;1;22.00;22.83
Krebs;cancer;60;-1.86;1.88;6.75;1.62;3.42;1.10;3.38;2.01;6.25;2.01;5.95;1.43;810.00;26.34;5;1;S;1;1;273.83;273.83
Bonbon;candy;61;1.70;0.73;3.70;1.63;2.13;1.15;6.63;1.73;3.58;1.30;5.82;1.33;62.00;2.83;6;2;S;0;0;0.00;0.00
fähig;capable;62;1.38;0.89;4.15;1.53;2.12;0.99;6.44;1.54;5.04;1.24;2.35;1.57;358.00;23.94;5;2;A;0;0;0.00;0.00
sorglos;carefree;63;0.30;1.70;3.25;1.59;2.53;1.26;5.56;1.64;5.32;1.96;2.78;1.39;62.00;1.69;7;2;A;0;0;0.00;0.00
Liebkosung;caress;64;1.87;1.30;5.10;2.20;2.58;1.36;6.00;1.73;4.98;2.04;5.52;1.71;0.00;0.08;10;3;S;0;0;0.00;0.00
Friedhof;cemetery;65;-1.60;1.07;5.70;1.78;3.17;1.20;4.25;1.78;6.15;1.58;6.43;0.80;703.00;13.82;8;2;S;0;0;0.00;0.00
Stuhl;chair;66;0.50;1.06;3.65;1.63;1.82;0.85;5.50;1.90;4.50;1.52;6.23;1.02;807.00;30.67;5;2;S;1;0;34.50;34.50
Sieger;champion;67;1.75;0.72;6.25;2.00;3.82;0.95;5.94;1.79;7.24;0.88;4.64;1.50;2102.00;12.28;6;2;S;3;0;41.33;44.33
Charme;charm;68;2.30;0.67;5.32;2.00;2.74;1.45;5.88;1.41;5.13;1.68;3.78;1.64;723.00;7.05;6;1;S;0;0;0.00;0.00
Stimmung;cheer;69;1.00;1.05;5.15;1.69;2.56;0.70;5.69;1.60;5.64;1.50;2.67;1.22;153.00;21.73;8;2;S;0;0;0.00;0.00
Kind;child;70;1.80;1.55;4.75;1.65;2.44;1.20;6.63;1.71;4.77;2.31;6.33;0.71;5195.00;306.94;4;1;S;6;0;61.67;116.83
Kirche;church;71;0.05;1.50;4.05;2.16;2.33;0.69;4.69;1.58;5.23;1.73;6.20;1.26;4952.00;53.07;6;2;S;0;0;0.00;0.00
Zirkus;circus;72;0.85;1.50;5.15;1.69;2.86;0.91;5.50;1.36;4.78;1.40;6.00;1.11;352.00;9.37;6;2;S;1;0;0.00;0.00
Stadt;city;73;0.87;1.13;4.85;2.06;2.31;1.05;5.50;1.36;5.13;1.67;5.75;1.02;22129.00;303.52;5;1;S;3;1;493.67;732.83
Kleidung;clothing;74;0.60;0.91;3.85;1.50;2.19;0.85;6.56;1.64;4.60;1.98;5.35;1.46;879.00;23.94;8;2;S;0;0;0.00;0.00
Kakerlake;cockroach;75;-1.73;0.88;6.40;1.60;3.62;1.13;6.44;2.41;5.50;1.69;6.40;1.27;2.00;5.28;9;4;S;0;0;0.00;0.00
Kakerlake;cockroach;75;-1.73;0.88;6.40;1.60;3.62;1.13;6.44;2.41;5.50;1.69;6.40;1.27;7.00;5.28;9;4;S;0;0;0.00;0.00
Sarg;coffin;76;-2.30;0.82;5.95;2.30;4.00;0.97;4.06;1.68;6.38;1.39;6.56;0.73;269.00;12.24;4;1;S;3;0;4.50;5.67
Komödie;comedy;77;1.64;1.01;5.15;1.76;2.81;1.06;5.25;1.82;4.93;1.53;4.15;1.73;598.00;7.44;7;4;S;0;0;0.00;0.00
konzentriert;concentrate;78;1.00;0.53;4.15;1.81;2.65;0.98;6.31;0.94;5.68;1.11;3.81;1.40;1266.00;10.16;12;3;A;0;0;0.00;0.00
überzeugt;confident;79;1.47;1.36;4.75;1.59;2.81;0.75;6.56;1.00;6.36;1.04;2.65;1.31;2773.00;32.88;9;3;A;0;0;0.00;0.00
wirr;confused;80;-0.93;0.80;6.05;1.39;3.38;1.13;5.13;1.41;4.93;1.86;3.00;1.21;41.00;0.83;4;1;A;2;1;16.83;16.83
getröstet;consoled;81;1.14;1.03;4.25;2.29;2.10;0.80;4.88;1.54;5.03;1.79;3.19;1.29;31.00;1.14;9;3;A;1;1;1.00;1.00
Geringschätzung;contempt;82;-1.67;1.05;6.05;1.61;3.00;1.10;4.50;1.53;5.73;1.72;2.35;1.35;45.00;0.12;15;4;S;0;0;0.00;0.00
Inhalt;contents;83;0.00;0.47;3.75;1.83;2.25;0.93;5.88;1.03;5.00;1.04;2.67;0.87;1287.00;6.14;6;2;S;1;0;1.67;1.67
Kontext;context;84;0.53;0.83;3.75;1.65;2.15;0.92;5.00;1.15;4.73;1.43;3.00;2.00;369.00;1.77;7;2;S;0;0;0.00;0.00
kontrollierend;controlling;85;-0.76;1.01;5.80;1.77;3.16;0.62;6.63;2.07;6.30;1.42;2.70;1.66;1685.00;0.16;14;4;A;0;0;0.00;0.00
Leiche;corpse;86;-2.45;0.76;6.30;2.34;4.14;0.85;4.94;2.26;6.35;1.73;5.32;1.49;1002.00;61.77;6;2;S;4;1;296.67;303.67
Häuschen;cottage;87;1.00;0.76;3.45;2.01;1.81;0.85;5.69;1.50;3.78;1.85;6.25;0.97;280.00;5.71;8;2;S;5;1;27.17;30.50
gemütlich;cozy;88;1.82;0.82;2.70;1.72;1.77;0.76;6.13;1.76;4.12;1.56;5.40;1.35;302.00;12.01;9;3;A;0;0;0.00;0.00
Krone;crown;90;1.15;1.04;4.10;1.86;2.56;1.15;5.31;1.88;5.70;1.40;5.68;1.32;405.00;9.06;5;2;S;0;0;0.00;0.00
kreuzigen;crucify;91;-2.21;1.05;7.40;1.47;3.96;1.04;4.44;2.12;6.84;1.55;4.75;1.62;1.00;1.18;9;3;V;0;0;0.00;0.00
grausam;cruel;92;-2.20;0.79;7.00;1.12;3.89;1.32;4.00;1.80;7.07;2.23;3.78;1.79;198.00;15.00;7;2;A;0;0;0.00;0.00
platt;crushed;93;-0.53;0.64;3.80;1.47;2.19;1.02;5.19;1.27;4.43;1.66;4.35;1.53;169.00;7.95;5;1;A;4;4;258.33;366.33
kuscheln;cuddle;94;2.25;0.93;4.50;2.63;2.88;1.34;6.19;1.60;4.55;2.29;5.81;0.87;25.00;2.32;8;2;A;3;1;0.83;1.00
kuscheln;cuddle;94;2.25;0.93;4.50;2.63;2.88;1.34;6.19;1.60;4.55;2.29;5.81;0.87;338.00;2.32;8;2;A;3;1;0.83;1.00
neugierig;curious;95;1.20;0.77;5.45;1.67;3.31;0.93;6.06;1.32;5.25;1.71;3.35;1.66;346.00;20.16;9;3;A;0;0;0.00;0.00
Brauch;custom;96;0.42;0.92;3.65;1.42;2.48;0.69;5.56;1.39;5.18;1.55;3.40;1.61;168.00;0.00;6;1;S;0;0;0.00;0.00
süß;cute;97;1.67;1.11;4.70;2.00;2.69;1.05;5.63;1.39;4.24;1.71;3.35;1.39;24.00;80.55;3;1;A;1;1;30.83;30.83
Wirbelsturm;cyclone;98;-0.88;1.02;7.00;1.38;4.08;0.69;3.19;2.25;6.45;1.69;5.70;1.30;141.00;0.91;11;3;S;0;0;0.00;0.00
Dolch;dagger;99;-1.30;1.06;6.80;1.40;4.05;0.97;4.81;1.64;6.52;1.19;6.67;0.71;30.00;6.26;5;1;S;2;1;658.67;660.83
Tod;death;100;-2.80;0.63;6.45;2.35;4.06;1.21;1.94;1.17;7.56;1.97;4.44;1.94;5622.00;207.41;3;1;S;4;0;105.17;242.67
schulden;debt;101;-1.80;0.79;5.95;1.67;3.48;1.03;4.25;1.55;5.18;1.53;2.56;1.33;43.00;0.00;8;2;V;0;0;0.00;0.00
Verwesung;decompose;102;-2.03;0.78;6.40;1.43;3.90;0.88;4.38;1.67;6.10;1.69;4.67;1.83;33.00;0.47;9;3;S;2;1;1.33;1.50
besiegt;defeated;103;-0.55;1.57;5.25;1.62;3.91;0.83;4.94;2.05;5.82;2.71;3.20;1.36;4722.00;18.54;7;2;A;0;0;0.00;0.00
aufmüpfig;defiant;104;-0.63;1.25;5.65;1.69;3.72;0.80;5.63;1.63;5.68;1.46;3.52;1.73;29.00;0.12;9;3;A;0;0;0.00;0.00
Wonne;delight;105;1.85;1.04;4.00;2.03;2.26;1.19;5.56;1.16;5.05;1.71;2.27;1.32;34.00;1.18;5;2;S;5;4;90.33;181.83
Dämon;demon;106;-1.43;1.45;6.25;2.05;3.81;0.98;4.69;1.99;7.32;1.35;4.30;1.78;33.00;25.47;5;2;S;0;0;0.00;0.00
deprimiert;depressed;107;-1.75;1.13;5.95;1.73;3.23;1.14;4.94;2.04;4.05;2.49;3.86;1.35;77.00;7.83;10;3;A;0;0;0.00;0.00
Depression;depression;108;-2.40;0.91;6.05;1.70;3.81;1.06;4.25;2.14;6.95;1.47;2.95;1.88;279.00;4.17;10;3;S;1;1;0.33;0.33
Deserteur;deserter;109;-0.56;1.31;6.00;1.17;3.42;1.03;5.06;1.36;6.03;1.64;3.35;1.93;25.00;1.61;9;3;S;0;0;0.00;0.00
verzweifelt;despairing;110;-1.67;0.62;6.65;1.60;3.96;1.04;3.94;2.00;5.78;1.67;3.05;1.32;530.00;18.62;11;3;A;1;1;27.17;27.17
verachten;despise;111;-1.74;1.08;6.50;1.64;3.27;1.37;5.06;2.05;4.69;2.28;3.43;1.36;44.00;3.19;9;3;V;0;0;0.00;0.00
zerstören;destroy;112;-2.53;0.90;6.85;1.42;3.93;1.25;4.88;1.82;6.92;1.44;5.27;1.54;643.00;58.70;9;3;V;2;0;4.00;6.50
unparteiisch;detached;113;0.87;1.13;4.40;1.47;2.23;0.91;5.06;1.59;4.72;1.10;2.20;1.15;21.00;0.79;12;4;A;0;0;0.00;0.00
hassen;detest;114;-2.50;0.71;7.60;1.35;4.44;0.78;4.88;2.31;5.66;2.94;3.67;1.73;147.00;35.32;6;2;V;9;3;929.50;1106.50
hassen;detest;114;-2.50;0.71;7.60;1.35;4.44;0.78;4.88;2.31;5.66;2.94;3.67;1.73;147.00;35.32;6;2;V;9;3;929.50;1106.50
Teufel;devil;115;-1.95;1.36;6.85;1.57;3.48;1.08;3.56;1.90;7.21;1.49;5.14;2.08;1143.00;266.39;6;2;S;1;0;0.00;0.00
gewidmet;devoted;116;1.16;0.94;4.45;1.47;2.24;0.66;5.38;0.94;3.90;1.37;1.80;1.01;42.00;5.04;8;3;A;0;0;0.00;0.00
Diamant;diamond;117;1.70;0.67;5.50;1.82;2.83;1.04;5.94;1.71;5.73;1.55;6.56;0.73;51.00;5.59;7;3;S;0;0;0.00;0.00
würdevoll;dignified;118;1.73;0.88;3.95;1.88;2.19;0.90;6.00;1.61;5.15;1.58;3.35;1.35;24.00;1.14;9;3;A;0;0;0.00;0.00
Diplom;diploma;119;1.80;0.92;5.50;1.50;3.47;1.07;6.25;1.44;5.50;1.45;4.33;1.22;135.00;2.24;6;2;S;0;0;0.00;0.00
enttäuschen;disappoint;120;-1.69;1.01;5.70;1.95;3.15;1.05;4.25;1.74;5.60;1.85;2.45;1.05;94.00;12.05;11;3;V;0;0;0.00;0.00
Desaster;disaster;121;-1.67;1.50;6.75;1.65;3.81;0.80;3.69;1.92;6.55;1.47;3.00;1.81;434.00;3.35;8;3;S;0;0;0.00;0.00
niedergeschlagen;discouraged;122;-2.15;0.94;4.90;1.48;1.45;0.65;4.00;1.81;3.85;2.63;4.19;1.57;217.00;5.55;16;5;A;0;0;0.00;0.00
eingebildet;disdainful;123;-1.27;1.44;5.85;1.46;3.19;0.98;5.63;1.70;5.17;1.89;3.71;1.49;20.00;5.71;11;4;A;0;0;0.00;0.00
angeekelt;disgusted;124;-1.67;0.49;6.25;1.86;3.73;0.83;5.13;1.76;6.12;2.18;4.10;1.48;13.00;0.43;9;4;A;0;0;0.00;0.00
illoyal;disloyal;125;-1.93;0.96;5.80;1.67;3.42;1.14;5.31;1.95;5.45;1.55;2.25;1.59;9.00;0.12;7;3;A;0;0;0.00;0.00
missfallen;displeased;126;-1.71;0.83;5.20;1.64;3.08;1.09;4.56;1.27;5.68;1.28;2.55;1.19;11.00;0.83;10;3;V;0;0;0.00;0.00
trübsinnig;distressed;127;-1.40;1.24;4.65;1.63;2.69;1.26;5.00;1.55;3.38;1.50;3.33;1.35;6.00;0.35;10;3;A;0;0;0.00;0.00
Scheidung;divorce;128;-1.81;1.17;6.15;2.03;3.98;0.89;4.13;1.43;6.13;1.49;4.16;1.93;480.00;17.80;9;2;S;1;0;0.00;0.00
Doktor;doctor;129;0.80;0.95;5.65;1.42;3.43;1.03;4.50;1.32;5.38;1.37;5.14;1.46;379.00;112.56;6;2;S;0;0;0.00;0.00
Tür;door;130;0.47;0.64;3.75;1.77;2.04;0.87;5.13;1.45;5.12;0.78;6.55;1.00;2868.00;252.88;3;1;S;3;1;6562.67;6670.00
grässlich;dreadful;131;-1.87;1.25;6.65;1.50;3.54;0.86;4.56;1.31;6.00;1.78;2.60;1.14;10.00;2.40;9;2;A;0;0;0.00;0.00
Traum;dream;132;1.50;0.71;5.35;2.21;2.00;0.97;5.50;1.88;5.35;2.09;4.89;1.90;1949.00;101.58;5;1;S;1;0;3.33;3.33
Kleid;dress;133;0.67;1.11;4.55;1.85;2.56;0.98;5.69;1.66;4.15;1.56;6.48;0.71;326.00;42.95;5;1;S;1;1;576.00;576.00
Erde;earth;134;1.90;0.99;3.60;1.90;2.44;1.38;4.56;2.04;5.60;2.10;6.22;0.67;3122.00;131.34;4;2;S;3;1;373.83;401.33
duldsam;easygoing;135;0.74;0.89;3.95;1.76;2.03;0.63;5.56;1.70;4.32;1.49;2.92;1.50;4.00;0.04;7;2;A;0;0;0.00;0.00
essen;eat;136;1.56;1.13;4.30;1.84;3.53;1.17;6.06;1.41;5.20;1.19;6.27;1.04;1145.00;438.36;5;2;V;2;2;21.17;21.83
Bildung;education;137;1.88;1.09;4.70;2.03;2.56;1.25;7.06;1.10;5.78;1.64;2.92;1.29;2561.00;5.43;7;2;S;1;0;22.00;22.00
euphorisch;elated;138;1.63;1.15;6.60;1.70;3.77;1.18;6.00;1.48;7.10;1.28;3.52;1.44;173.00;0.43;10;3;A;0;0;0.00;0.00
elegant;elegant;139;1.27;0.70;4.55;1.67;2.69;1.12;5.69;1.11;4.98;1.67;4.00;1.45;350.00;6.65;7;3;A;2;0;9.33;13.33
mühsam;embarrassed;140;-1.33;0.72;5.20;1.67;2.88;1.03;4.94;1.67;5.16;1.60;3.05;1.67;608.00;1.69;6;2;A;1;0;1.67;1.67
umkämpft;embattled;141;-1.45;1.57;6.20;1.44;4.09;0.70;5.06;1.64;6.18;1.78;3.00;1.12;67.00;0.12;8;2;A;0;0;0.00;0.00
engagiert;engaged;143;1.81;0.91;5.35;1.60;2.77;1.03;5.94;1.39;6.36;0.81;3.25;1.62;1111.00;9.29;9;3;A;0;0;0.00;0.00
Genuss;enjoyment;145;2.13;0.99;4.50;2.09;2.73;1.22;6.25;1.42;5.96;1.93;3.05;1.85;392.00;3.39;6;2;S;0;0;0.00;0.00
Genuss;enjoyment;145;2.13;0.99;4.50;2.09;2.73;1.22;6.25;1.42;5.96;1.93;3.05;1.85;392.00;3.39;6;2;S;0;0;0.00;0.00
Langeweile;ennui;146;-1.40;0.99;3.20;1.54;2.08;1.09;5.25;1.87;4.88;1.92;2.75;1.37;361.00;4.06;10;4;S;0;0;0.00;0.00
Anstellung;employment;147;0.94;1.00;4.20;1.61;2.31;0.97;5.13;1.10;4.78;1.62;2.60;1.10;158.00;1.54;10;3;S;1;0;0.50;0.50
Motor;engine;148;0.45;1.23;4.65;1.84;2.80;1.15;5.63;1.89;5.50;1.43;4.91;1.60;1180.00;22.91;5;2;S;1;0;1.17;1.17
wütend;enraged;149;-1.21;1.31;7.15;1.23;4.28;0.68;4.69;2.06;7.16;1.90;4.62;1.48;395.00;62.92;6;2;A;0;0;0.00;0.00
Erledigung;errand;150;0.60;1.00;4.65;1.09;2.40;0.71;6.06;1.62;5.20;1.03;2.55;1.76;2765.00;0.16;10;2;S;0;0;0.00;0.00
Exzellenz;excellence;151;0.25;1.61;4.80;1.94;3.08;1.02;5.88;1.46;5.98;1.53;3.00;1.97;34.00;15.32;9;3;S;1;0;0.83;0.83
Begeisterung;excitement;152;2.33;1.05;6.10;2.49;3.69;1.01;6.44;1.69;6.76;1.13;3.90;1.77;1104.00;5.32;12;4;S;0;0;0.00;0.00
Ausrede;excuse;153;-1.06;1.00;5.35;1.63;3.00;1.13;5.44;1.84;4.88;1.26;2.40;1.70;120.00;9.37;7;3;S;0;0;0.00;0.00
Hinrichtung;execution;154;-2.67;0.82;7.10;1.92;4.42;0.85;3.94;2.56;7.25;1.56;6.24;0.66;257.00;7.05;11;3;S;1;1;72.83;72.83
Übung;exercise;155;0.14;1.03;4.35;1.73;0.90;0.90;5.38;1.50;4.28;1.80;3.25;1.83;382.00;17.52;5;2;S;0;0;0.00;0.00
